494600157100;-141
494600157700;-138
494600157800;-137
494600157900;-138
494600158000;-138
494600158100;-88
494600158200;-138
494600158300;-138
494600158400;-138
494600158500;-99
494600158600;-138
494600158700;-138
494600158800;-138
494600158900;-138
494600159000;-138
494600159100;-139
494600159200;-140
494600159300;-140
494600159400;-139
494600159500;-138
494600159600;-138
494600159700;-138
494600159800;-138
494600159900;-138
494600160000;-138
494600160100;-138
494600160200;-138
494600160500;-137
494600160600;-136
494600160700;-138
494600160800;-138
494600160900;-138
494600161000;-138
494600161100;-138
494600161200;-138
494600161300;-138
494600161400;-136
494600161500;-138
494600161600;-138
494600161700;-138
494600161800;-138
494600161900;-138
494600162000;-138
494600162100;-138
494600162200;-138
494600162500;-138
494600162600;-138
494600162700;-138
494600162800;-139
494600162900;-140
494600163000;-140
494600163100;-140
494600163200;-140
494600163300;-140
494600163400;-140
494600163500;-140
494600163600;-140
494600163700;-140
494600163800;-140
494600163900;-140
494600164000;-140
494600164100;-140
494600164200;-140
494600164300;-141
494600164400;-140
494600164500;-140
494600164600;-140
494600164700;-140
494600164800;-140
494600164900;-140
494600165000;-140
494600165100;-140
494600165200;-140
494600165300;-140
494600165400;-140
494600165500;-139
494600165600;-139
494600165700;-140
494600165800;-140
494600165900;-140
494600166000;-139
494600166100;-139
494600166200;-139
494600166300;-140
494600166400;-140
494600166500;-140
494600166600;-141
494600166700;-141
494600166800;-141
494600166900;-140
494600167000;-140
494600167100;-140
494600167200;-140
494600167300;-140
494600167400;-140
494600167500;-140
494600167600;-140
494600167700;-140
494600167800;-140
494600167900;-140